Cycle Number,Heat Rate 1 [C/min],Ramp 1 Duration [min],Temperature Dwell 1 [min],Heat Rate 2 [C/min],Ramp 2 Duration [min],Temperature Dwell 2 [min],Vacuum Pressure (*Patm) [Pa],Vacuum Start Time [min],Vacuum Duration [min],Autoclave Pressure (*Patm) [Pa],Autoclave Start Time [min],Autoclave Duration [min],AD. Porosity (%),PR. Porosity (%),Eff. Porosity (%),Max (Fiber Volume Fraction) (%),Cure Cycle Total Time [min],AD. Volume [m^3],PR. Volume [m^3]
952,2,45,60,2,33.5,120,0.01,60,198.5,3,20,238.5,0,0,0,57.6401,258.5,2.47E-09,4.87E-11
953,2,45,60,2,33.5,120,0.01,60,198.5,3,40,218.5,0,10.96825634,0.190983691,57.6401,258.5,2.47E-09,3.90E-11
954,2,45,60,2,33.5,120,0.01,60,198.5,3,60,198.5,0,0,0,57.6401,258.5,2.47E-09,4.69E-14
955,2,45,60,2,33.5,120,0.01,60,198.5,3,80,178.5,0,0,0,57.6401,258.5,2.47E-09,4.69E-14
956,2,45,60,2,33.5,120,0.01,60,198.5,4,1,257.5,0,0,0,58.5223,258.5,2.47E-09,7.70E-11
957,2,45,60,2,33.5,120,0.01,60,198.5,4,20,238.5,0,9.541335812,0.315190255,58.5223,258.5,2.47E-09,7.65E-11
958,2,45,60,2,33.5,120,0.01,60,198.5,4,40,218.5,0,9.728477589,0.281472615,58.5223,258.5,2.47E-09,6.65E-11
959,2,45,60,2,33.5,120,0.01,60,198.5,4,60,198.5,0,54.70927424,0.582821058,58.5223,258.5,2.47E-09,1.21E-11
960,2,45,60,2,33.5,120,0.01,60,198.5,4,80,178.5,0,0,0,58.5223,258.5,2.47E-09,4.69E-14
961,2,45,60,2,33.5,120,0.01,80,178.5,2,1,257.5,0,0,0,56.7588,258.5,2.47E-09,2.26E-11
962,2,45,60,2,33.5,120,0.01,80,178.5,2,20,238.5,0,0,0,56.7588,258.5,2.47E-09,2.21E-11
963,2,45,60,2,33.5,120,0.01,80,178.5,2,40,218.5,0,30.8807238,0.226814945,56.7588,258.5,2.47E-09,1.27E-11
964,2,45,60,2,33.5,120,0.01,80,178.5,2,60,198.5,0,54.07204286,0.227492333,56.7588,258.5,2.47E-09,4.80E-12
965,2,45,60,2,33.5,120,0.01,80,178.5,2,80,178.5,0,0,0,56.7588,258.5,2.47E-09,4.69E-14
966,2,45,60,2,33.5,120,0.01,80,178.5,3,1,257.5,0,0,0,57.641,258.5,2.47E-09,4.93E-11
967,2,45,60,2,33.5,120,0.01,80,178.5,3,20,238.5,0,0,0,57.641,258.5,2.47E-09,4.87E-11
968,2,45,60,2,33.5,120,0.01,80,178.5,3,40,218.5,0,8.970543695,0.152829212,57.641,258.5,2.47E-09,3.90E-11
969,2,45,60,2,33.5,120,0.01,80,178.5,3,60,198.5,0,47.98061326,1.155566383,57.641,258.5,2.47E-09,3.18E-11
970,2,45,60,2,33.5,120,0.01,80,178.5,3,80,178.5,0,0,0,57.641,258.5,2.47E-09,4.69E-14
971,2,45,60,2,33.5,120,0.01,80,178.5,4,1,257.5,0,0,0,58.5231,258.5,2.47E-09,7.70E-11
972,2,45,60,2,33.5,120,0.01,80,178.5,4,20,238.5,0,7.780850892,0.252286329,58.5231,258.5,2.47E-09,7.65E-11
973,2,45,60,2,33.5,120,0.01,80,178.5,4,40,218.5,0,7.936453138,0.225281454,58.5231,258.5,2.47E-09,6.65E-11
974,2,45,60,2,33.5,120,0.01,80,178.5,4,60,198.5,0,8.846935187,0.226867738,58.5231,258.5,2.47E-09,5.94E-11
975,2,45,60,2,33.5,120,0.01,80,178.5,4,80,178.5,0,23.48752392,0.228233924,58.5231,258.5,2.47E-09,1.86E-11
976,2,45,60,2,33.5,120,0.05,1,257.5,2,1,257.5,0,0,0,56.7212,258.5,2.47E-09,4.14E-11
977,2,45,60,2,33.5,120,0.05,1,257.5,2,20,238.5,0,13.76747629,0.255665938,56.7212,258.5,2.47E-09,4.04E-11
978,2,45,60,2,33.5,120,0.05,1,257.5,2,40,218.5,0,19.7449702,0.167372308,56.7212,258.5,2.47E-09,1.70E-11
979,2,45,60,2,33.5,120,0.05,1,257.5,2,60,198.5,0,0,0,56.7212,258.5,2.47E-09,1.58E-11
980,2,45,60,2,33.5,120,0.05,1,257.5,2,80,178.5,0,0,0,56.7212,258.5,2.47E-09,1.58E-11
981,2,45,60,2,33.5,120,0.05,1,257.5,3,1,257.5,0,12.11047521,0.36982402,57.6033,258.5,2.47E-09,6.85E-11
982,2,45,60,2,33.5,120,0.05,1,257.5,3,20,238.5,0,6.67799986,0.188487273,57.6033,258.5,2.47E-09,6.71E-11
983,2,45,60,2,33.5,120,0.05,1,257.5,3,40,218.5,0,31.19505238,0.781437305,57.6033,258.5,2.47E-09,4.37E-11
984,2,45,60,2,33.5,120,0.05,1,257.5,3,60,198.5,0,0,0,57.6033,258.5,2.47E-09,1.58E-11
985,2,45,60,2,33.5,120,0.05,1,257.5,3,80,178.5,0,0,0,57.6033,258.5,2.47E-09,1.58E-11
986,2,45,60,2,33.5,120,0.05,1,257.5,4,1,257.5,0,29.61305948,1.558975901,58.4855,258.5,2.47E-09,9.68E-11
987,2,45,60,2,33.5,120,0.05,1,257.5,4,20,238.5,0,15.47208008,0.672276923,58.4855,258.5,2.47E-09,9.50E-11
988,2,45,60,2,33.5,120,0.05,1,257.5,4,40,218.5,0,8.49739836,0.258614566,58.4855,258.5,2.47E-09,7.11E-11
989,2,45,60,2,33.5,120,0.05,1,257.5,4,60,198.5,0,19.195478,0.174360352,58.4855,258.5,2.47E-09,1.83E-11
990,2,45,60,2,33.5,120,0.05,1,257.5,4,80,178.5,0,0,0,58.4855,258.5,2.47E-09,1.58E-11
991,2,45,60,2,33.5,120,0.05,20,238.5,2,1,257.5,0,0,0,56.7212,258.5,2.47E-09,2.87E-11
992,2,45,60,2,33.5,120,0.05,20,238.5,2,20,238.5,0,0,0,56.7212,258.5,2.47E-09,2.72E-11
993,2,45,60,2,33.5,120,0.05,20,238.5,2,40,218.5,0,0,0,56.7212,258.5,2.47E-09,4.31E-12
994,2,45,60,2,33.5,120,0.05,20,238.5,2,60,198.5,0,0,0,56.7212,258.5,2.47E-09,4.31E-12
995,2,45,60,2,33.5,120,0.05,20,238.5,2,80,178.5,0,0,0,56.7212,258.5,2.47E-09,4.31E-12
996,2,45,60,2,33.5,120,0.05,20,238.5,3,1,257.5,0,0,0,57.6033,258.5,2.47E-09,5.48E-11
997,2,45,60,2,33.5,120,0.05,20,238.5,3,20,238.5,0,4.316476799,0.094726941,57.6033,258.5,2.47E-09,5.31E-11
998,2,45,60,2,33.5,120,0.05,20,238.5,3,40,218.5,0,16.60655155,0.098208321,57.6033,258.5,2.47E-09,1.23E-11
999,2,45,60,2,33.5,120,0.05,20,238.5,3,60,198.5,0,0,0,57.6033,258.5,2.47E-09,4.31E-12
1000,2,45,60,2,33.5,120,0.05,20,238.5,3,80,178.5,0,0,0,57.6033,258.5,2.47E-09,4.31E-12
1001,2,45,60,2,33.5,120,0.05,20,238.5,4,1,257.5,0,10.72209899,0.385332156,58.4855,258.5,2.47E-09,8.23E-11
1002,2,45,60,2,33.5,120,0.05,20,238.5,4,20,238.5,0,12.53259355,0.449732798,58.4855,258.5,2.47E-09,8.05E-11
1003,2,45,60,2,33.5,120,0.05,20,238.5,4,40,218.5,0,46.90199256,1.373681242,58.4855,258.5,2.47E-09,3.96E-11
1004,2,45,60,2,33.5,120,0.05,20,238.5,4,60,198.5,0,0,0,58.4855,258.5,2.47E-09,4.31E-12
1005,2,45,60,2,33.5,120,0.05,20,238.5,4,80,178.5,0,0,0,58.4855,258.5,2.47E-09,4.31E-12
1006,2,45,60,2,33.5,120,0.05,40,218.5,2,1,257.5,0,0,0,56.7213,258.5,2.47E-09,2.26E-11
1007,2,45,60,2,33.5,120,0.05,40,218.5,2,20,238.5,0,0,0,56.7213,258.5,2.47E-09,2.21E-11
1008,2,45,60,2,33.5,120,0.05,40,218.5,2,40,218.5,0,0,0,56.7213,258.5,2.47E-09,4.69E-14
1009,2,45,60,2,33.5,120,0.05,40,218.5,2,60,198.5,0,0,0,56.7213,258.5,2.47E-09,4.69E-14
1010,2,45,60,2,33.5,120,0.05,40,218.5,2,80,178.5,0,0,0,56.7213,258.5,2.47E-09,4.69E-14
1011,2,45,60,2,33.5,120,0.05,40,218.5,3,1,257.5,0,0,0,57.6034,258.5,2.47E-09,4.93E-11
1012,2,45,60,2,33.5,120,0.05,40,218.5,3,20,238.5,0,0,0,57.6034,258.5,2.47E-09,4.87E-11
1013,2,45,60,2,33.5,120,0.05,40,218.5,3,40,218.5,0,50.10799649,0.569232478,57.6034,258.5,2.47E-09,1.42E-11
1014,2,45,60,2,33.5,120,0.05,40,218.5,3,60,198.5,0,0,0,57.6034,258.5,2.47E-09,4.69E-14
1015,2,45,60,2,33.5,120,0.05,40,218.5,3,80,178.5,0,0,0,57.6034,258.5,2.47E-09,4.69E-14
1016,2,45,60,2,33.5,120,0.05,40,218.5,4,1,257.5,0,11.76318439,0.400969962,58.4855,258.5,2.47E-09,7.70E-11
1017,2,45,60,2,33.5,120,0.05,40,218.5,4,20,238.5,0,11.85182261,0.40142988,58.4855,258.5,2.47E-09,7.65E-11
1018,2,45,60,2,33.5,120,0.05,40,218.5,4,40,218.5,0,10.65841392,0.179888382,58.4855,258.5,2.47E-09,3.79E-11
1019,2,45,60,2,33.5,120,0.05,40,218.5,4,60,198.5,0,0,0,58.4855,258.5,2.47E-09,4.69E-14
1020,2,45,60,2,33.5,120,0.05,40,218.5,4,80,178.5,0,0,0,58.4855,258.5,2.47E-09,4.69E-14
1021,2,45,60,2,33.5,120,0.05,60,198.5,2,1,257.5,1.595773004,18.49626376,1.779989386,56.7214,258.5,2.47E-09,2.26E-11
1022,2,45,60,2,33.5,120,0.05,60,198.5,2,20,238.5,1.595773004,58.42783313,2.771130343,56.7214,258.5,2.47E-09,2.21E-11
1023,2,45,60,2,33.5,120,0.05,60,198.5,2,40,218.5,1.595773004,25.79911945,1.758826247,56.7214,258.5,2.47E-09,1.27E-11
1024,2,45,60,2,33.5,120,0.05,60,198.5,2,60,198.5,1.595773004,0,1.595743204,56.7214,258.5,2.47E-09,4.69E-14
1025,2,45,60,2,33.5,120,0.05,60,198.5,2,80,178.5,1.595773012,0,1.595743213,56.7214,258.5,2.47E-09,4.69E-14
1026,2,45,60,2,33.5,120,0.05,60,198.5,3,1,257.5,1.595773004,55.37300033,3.858252484,57.6036,258.5,2.47E-09,4.93E-11
1027,2,45,60,2,33.5,120,0.05,60,198.5,3,20,238.5,1.595773004,39.93146193,2.794108323,57.6036,258.5,2.47E-09,4.87E-11
1028,2,45,60,2,33.5,120,0.05,60,198.5,3,40,218.5,1.595773004,7.122876861,1.686646069,57.6036,258.5,2.47E-09,3.90E-11
1029,2,45,60,2,33.5,120,0.05,60,198.5,3,60,198.5,1.595773004,0,1.595743204,57.6036,258.5,2.47E-09,4.69E-14
1030,2,45,60,2,33.5,120,0.05,60,198.5,3,80,178.5,1.595773012,0,1.595743213,57.6036,258.5,2.47E-09,4.69E-14
1031,2,45,60,2,33.5,120,0.05,60,198.5,4,1,257.5,1.595773004,64.59546082,6.613918571,58.4857,258.5,2.47E-09,7.70E-11
1032,2,45,60,2,33.5,120,0.05,60,198.5,4,20,238.5,1.595773004,25.80549666,2.548984464,58.4857,258.5,2.47E-09,7.65E-11
1033,2,45,60,2,33.5,120,0.05,60,198.5,4,40,218.5,1.595773004,6.287061669,1.724628655,58.4857,258.5,2.47E-09,6.65E-11
1034,2,45,60,2,33.5,120,0.05,60,198.5,4,60,198.5,1.595773004,49.23617064,2.109421775,58.4857,258.5,2.47E-09,1.39E-11
1035,2,45,60,2,33.5,120,0.05,60,198.5,4,80,178.5,1.595773306,0,1.595743506,58.4857,258.5,2.47E-09,4.69E-14
1036,2,45,60,2,33.5,120,0.05,80,178.5,2,1,257.5,55.48255004,47.17088269,55.41910904,56.7218,258.5,2.47E-09,2.26E-11
1037,2,45,60,2,33.5,120,0.05,80,178.5,2,20,238.5,55.48255004,68.87186862,55.65123289,56.7218,258.5,2.47E-09,2.21E-11
1038,2,45,60,2,33.5,120,0.05,80,178.5,2,40,218.5,55.48255004,52.45433175,55.46811836,56.7218,258.5,2.47E-09,1.27E-11
1039,2,45,60,2,33.5,120,0.05,80,178.5,2,60,198.5,55.48255004,79.92010449,55.5872302,56.7218,258.5,2.47E-09,4.80E-12
1040,2,45,60,2,33.5,120,0.05,80,178.5,2,80,178.5,55.48255004,0,55.48208132,56.7218,258.5,2.47E-09,4.69E-14
1041,2,45,60,2,33.5,120,0.05,80,178.5,3,1,257.5,55.48255004,78.43207968,56.38877439,57.6039,258.5,2.47E-09,4.93E-11
1042,2,45,60,2,33.5,120,0.05,80,178.5,3,20,238.5,55.48255004,38.24168953,55.2411865,57.6039,258.5,2.47E-09,4.87E-11
1043,2,45,60,2,33.5,120,0.05,80,178.5,3,40,218.5,55.48255004,6.667310745,55.11794034,57.6039,258.5,2.47E-09,3.90E-11
1044,2,45,60,2,33.5,120,0.05,80,178.5,3,60,198.5,55.48255004,62.00002341,55.57911626,57.6039,258.5,2.47E-09,3.18E-11
1045,2,45,60,2,33.5,120,0.05,80,178.5,3,80,178.5,55.48255004,0,55.48208132,57.6039,258.5,2.47E-09,4.69E-14
1046,2,45,60,2,33.5,120,0.05,80,178.5,4,1,257.5,55.48255004,68.67245628,56.041458,58.4861,258.5,2.47E-09,7.70E-11
1047,2,45,60,2,33.5,120,0.05,80,178.5,4,20,238.5,55.48255004,59.96405138,55.6314291,58.4861,258.5,2.47E-09,7.65E-11
1048,2,45,60,2,33.5,120,0.05,80,178.5,4,40,218.5,55.48255004,5.881574365,54.85946337,58.4861,258.5,2.47E-09,6.65E-11
1049,2,45,60,2,33.5,120,0.05,80,178.5,4,60,198.5,55.48255004,6.573147435,54.92977564,58.4861,258.5,2.47E-09,5.94E-11
1050,2,45,60,2,33.5,120,0.05,80,178.5,4,80,178.5,55.48255004,57.51212334,55.49964581,58.4861,258.5,2.47E-09,2.01E-11
1051,2,45,60,2,33.5,120,0.1,1,257.5,2,1,257.5,80.11650169,93.03650748,80.71718642,56.677,258.5,2.47E-09,4.22E-11
1052,2,45,60,2,33.5,120,0.1,1,257.5,2,20,238.5,80.11650169,95.91661004,81.30823675,56.677,258.5,2.47E-09,4.14E-11
1053,2,45,60,2,33.5,120,0.1,1,257.5,2,40,218.5,80.11650169,91.81274971,80.40127782,56.677,258.5,2.47E-09,2.54E-11
1054,2,45,60,2,33.5,120,0.1,1,257.5,2,60,198.5,80.11650169,83.01686115,80.13865343,56.677,258.5,2.47E-09,1.63E-11
1055,2,45,60,2,33.5,120,0.1,1,257.5,2,80,178.5,80.11650169,83.01686115,80.13865343,56.677,258.5,2.47E-09,1.63E-11
1056,2,45,60,2,33.5,120,0.1,1,257.5,3,1,257.5,80.11650169,97.28285952,83.04688484,57.5592,258.5,2.47E-09,6.96E-11
1057,2,45,60,2,33.5,120,0.1,1,257.5,3,20,238.5,80.11650169,96.41689352,82.2862606,57.5592,258.5,2.47E-09,6.85E-11
1058,2,45,60,2,33.5,120,0.1,1,257.5,3,40,218.5,80.11650169,85.53404849,80.26902715,57.5592,258.5,2.47E-09,5.21E-11
1059,2,45,60,2,33.5,120,0.1,1,257.5,3,60,198.5,80.11650169,80.41070818,80.11909415,57.5592,258.5,2.47E-09,2.17E-11
1060,2,45,60,2,33.5,120,0.1,1,257.5,3,80,178.5,80.11650169,83.25316326,80.14159223,57.5592,258.5,2.47E-09,1.68E-11
1061,2,45,60,2,33.5,120,0.1,1,257.5,4,1,257.5,80.11650169,97.17067613,83.8293726,58.4413,258.5,2.47E-09,9.80E-11
1062,2,45,60,2,33.5,120,0.1,1,257.5,4,20,238.5,80.11650169,97.53233314,84.28185567,58.4413,258.5,2.47E-09,9.65E-11
1063,2,45,60,2,33.5,120,0.1,1,257.5,4,40,218.5,80.11650169,97.09452876,83.17619345,58.4413,258.5,2.47E-09,7.95E-11
1064,2,45,60,2,33.5,120,0.1,1,257.5,4,60,198.5,80.11650169,90.82884225,80.56182158,58.4413,258.5,2.47E-09,4.95E-11
1065,2,45,60,2,33.5,120,0.1,1,257.5,4,80,178.5,80.11650169,86.37312742,80.27754272,58.4413,258.5,2.47E-09,4.48E-11
1066,2,45,60,2,33.5,120,0.1,20,238.5,2,1,257.5,80.02464107,93.316109,80.48033202,56.677,258.5,2.47E-09,2.94E-11
1067,2,45,60,2,33.5,120,0.1,20,238.5,2,20,238.5,80.02464107,95.65868841,80.80508402,56.677,258.5,2.47E-09,2.83E-11
1068,2,45,60,2,33.5,120,0.1,20,238.5,2,40,218.5,80.02464107,93.43404433,80.10037099,56.677,258.5,2.47E-09,4.62E-12
1069,2,45,60,2,33.5,120,0.1,20,238.5,2,60,198.5,80.02464107,93.43404433,80.10037099,56.677,258.5,2.47E-09,4.62E-12
1070,2,45,60,2,33.5,120,0.1,20,238.5,2,80,178.5,80.02464107,93.43404433,80.10037099,56.677,258.5,2.47E-09,4.62E-12
1071,2,45,60,2,33.5,120,0.1,20,238.5,3,1,257.5,80.02464107,96.60187067,81.96633204,57.5592,258.5,2.47E-09,5.58E-11
1072,2,45,60,2,33.5,120,0.1,20,238.5,3,20,238.5,80.02464107,96.27706665,81.74162559,57.5592,258.5,2.47E-09,5.45E-11
1073,2,45,60,2,33.5,120,0.1,20,238.5,3,40,218.5,80.02464107,90.95007344,80.26339934,57.5592,258.5,2.47E-09,2.50E-11
1074,2,45,60,2,33.5,120,0.1,20,238.5,3,60,198.5,80.02464107,93.43404433,80.10037099,57.5592,258.5,2.47E-09,4.62E-12
1075,2,45,60,2,33.5,120,0.1,20,238.5,3,80,178.5,80.02464107,93.43404433,80.10037099,57.5592,258.5,2.47E-09,4.62E-12
1076,2,45,60,2,33.5,120,0.1,20,238.5,4,1,257.5,80.02464107,96.61107546,82.7802214,58.4413,258.5,2.47E-09,8.36E-11
1077,2,45,60,2,33.5,120,0.1,20,238.5,4,20,238.5,80.02464107,97.23860206,83.36133038,58.4413,258.5,2.47E-09,8.22E-11
1078,2,45,60,2,33.5,120,0.1,20,238.5,4,40,218.5,80.02464107,79.74667163,80.01895849,58.4413,258.5,2.47E-09,5.24E-11
1079,2,45,60,2,33.5,120,0.1,20,238.5,4,60,198.5,80.02464107,95.39700706,80.30096657,58.4413,258.5,2.47E-09,1.04E-11
1080,2,45,60,2,33.5,120,0.1,20,238.5,4,80,178.5,80.02464107,93.43404433,80.10037099,58.4413,258.5,2.47E-09,4.62E-12
1081,2,45,60,2,33.5,120,0.1,40,218.5,2,1,257.5,80.27894176,90.68495095,80.47621562,56.677,258.5,2.47E-09,2.26E-11
1082,2,45,60,2,33.5,120,0.1,40,218.5,2,20,238.5,80.27894176,88.94432624,80.41468467,56.677,258.5,2.47E-09,2.21E-11
1083,2,45,60,2,33.5,120,0.1,40,218.5,2,40,218.5,80.27894176,0,80.27864132,56.677,258.5,2.47E-09,4.69E-14
1084,2,45,60,2,33.5,120,0.1,40,218.5,2,60,198.5,80.27894176,0,80.27864132,56.677,258.5,2.47E-09,4.69E-14
1085,2,45,60,2,33.5,120,0.1,40,218.5,2,80,178.5,80.27894176,0,80.27864132,56.677,258.5,2.47E-09,4.69E-14
1086,2,45,60,2,33.5,120,0.1,40,218.5,3,1,257.5,80.27894176,94.54190319,81.23647703,57.5592,258.5,2.47E-09,4.93E-11
1087,2,45,60,2,33.5,120,0.1,40,218.5,3,20,238.5,80.27894176,93.83067573,81.08167193,57.5592,258.5,2.47E-09,4.87E-11
1088,2,45,60,2,33.5,120,0.1,40,218.5,3,40,218.5,80.27894176,14.34382372,80.1851475,57.5592,258.5,2.47E-09,1.53E-11
1089,2,45,60,2,33.5,120,0.1,40,218.5,3,60,198.5,80.27894176,0,80.27864132,57.5592,258.5,2.47E-09,4.69E-14
1090,2,45,60,2,33.5,120,0.1,40,218.5,3,80,178.5,80.27894176,0,80.27864132,57.5592,258.5,2.47E-09,4.69E-14
1091,2,45,60,2,33.5,120,0.1,40,218.5,4,1,257.5,80.27894176,95.38785027,82.05424699,58.4413,258.5,2.47E-09,7.70E-11
1092,2,45,60,2,33.5,120,0.1,40,218.5,4,20,238.5,80.27894176,95.89163017,82.29577449,58.4413,258.5,2.47E-09,7.65E-11
1093,2,45,60,2,33.5,120,0.1,40,218.5,4,40,218.5,80.27894176,34.66494972,80.0627133,58.4413,258.5,2.47E-09,3.90E-11
1094,2,45,60,2,33.5,120,0.1,40,218.5,4,60,198.5,80.27894176,0,80.27864132,58.4413,258.5,2.47E-09,4.69E-14
1095,2,45,60,2,33.5,120,0.1,40,218.5,4,80,178.5,80.27894176,0,80.27864132,58.4413,258.5,2.47E-09,4.69E-14
1096,2,45,60,2,33.5,120,0.1,60,198.5,2,1,257.5,81.81441272,91.81164321,82.01304375,56.677,258.5,2.47E-09,2.26E-11
1097,2,45,60,2,33.5,120,0.1,60,198.5,2,20,238.5,81.81441272,88.98557858,81.91851163,56.677,258.5,2.47E-09,2.21E-11
1098,2,45,60,2,33.5,120,0.1,60,198.5,2,40,218.5,81.81441272,86.47444689,81.84623785,56.677,258.5,2.47E-09,1.27E-11
1099,2,45,60,2,33.5,120,0.1,60,198.5,2,60,198.5,81.81441272,0,81.81413037,56.677,258.5,2.47E-09,4.69E-14
1100,2,45,60,2,33.5,120,0.1,60,198.5,2,80,178.5,81.81441272,0,81.81413037,56.677,258.5,2.47E-09,4.69E-14
1101,2,45,60,2,33.5,120,0.1,60,198.5,3,1,257.5,81.81441272,95.28669416,82.77585899,57.5592,258.5,2.47E-09,4.93E-11
1102,2,45,60,2,33.5,120,0.1,60,198.5,3,20,238.5,81.81441272,95.25198683,82.75706127,57.5592,258.5,2.47E-09,4.87E-11
1103,2,45,60,2,33.5,120,0.1,60,198.5,3,40,218.5,81.81441272,65.15068426,81.67833827,57.5592,258.5,2.47E-09,3.90E-11
1104,2,45,60,2,33.5,120,0.1,60,198.5,3,60,198.5,81.81441272,0,81.81413037,57.5592,258.5,2.47E-09,4.69E-14
1105,2,45,60,2,33.5,120,0.1,60,198.5,3,80,178.5,81.81441272,0,81.81413037,57.5592,258.5,2.47E-09,4.69E-14
1106,2,45,60,2,33.5,120,0.1,60,198.5,4,1,257.5,81.81441272,96.06595812,83.60768012,58.4413,258.5,2.47E-09,7.70E-11
1107,2,45,60,2,33.5,120,0.1,60,198.5,4,20,238.5,81.81441272,95.90813432,83.51634623,58.4413,258.5,2.47E-09,7.65E-11
1108,2,45,60,2,33.5,120,0.1,60,198.5,4,40,218.5,81.81441272,97.55362076,84.43694127,58.4413,258.5,2.47E-09,6.65E-11
1109,2,45,60,2,33.5,120,0.1,60,198.5,4,60,198.5,81.81441272,89.95901896,81.90987264,58.4413,258.5,2.47E-09,1.62E-11
1110,2,45,60,2,33.5,120,0.1,60,198.5,4,80,178.5,81.81441272,0,81.81413037,58.4413,258.5,2.47E-09,4.69E-14
1111,2,45,60,2,33.5,120,0.1,80,178.5,2,1,257.5,85.18184572,93.32311283,85.34348803,56.6771,258.5,2.47E-09,2.26E-11
1112,2,45,60,2,33.5,120,0.1,80,178.5,2,20,238.5,85.18184572,93.02672357,85.32780388,56.6771,258.5,2.47E-09,2.21E-11
1113,2,45,60,2,33.5,120,0.1,80,178.5,2,40,218.5,85.18184572,86.39493058,85.18856553,56.6771,258.5,2.47E-09,1.27E-11
1114,2,45,60,2,33.5,120,0.1,80,178.5,2,60,198.5,85.18184572,71.1803627,85.16789011,56.6771,258.5,2.47E-09,4.80E-12
1115,2,45,60,2,33.5,120,0.1,80,178.5,2,80,178.5,85.18184572,0,85.18160618,56.6771,258.5,2.47E-09,4.69E-14
1116,2,45,60,2,33.5,120,0.1,80,178.5,3,1,257.5,85.18184572,95.29342487,85.77851128,57.5592,258.5,2.47E-09,4.93E-11
1117,2,45,60,2,33.5,120,0.1,80,178.5,3,20,238.5,85.18184572,95.22122194,85.75972587,57.5592,258.5,2.47E-09,4.87E-11
1118,2,45,60,2,33.5,120,0.1,80,178.5,3,40,218.5,85.18184572,96.14403543,85.80849774,57.5592,258.5,2.47E-09,3.90E-11
1119,2,45,60,2,33.5,120,0.1,80,178.5,3,60,198.5,85.18184572,86.30457352,85.1972267,57.5592,258.5,2.47E-09,3.18E-11
1120,2,45,60,2,33.5,120,0.1,80,178.5,3,80,178.5,85.18184572,0,85.18160618,57.5592,258.5,2.47E-09,4.69E-14
1121,2,45,60,2,33.5,120,0.1,80,178.5,4,1,257.5,85.18184572,96.74285125,86.61638696,58.4414,258.5,2.47E-09,7.70E-11
1122,2,45,60,2,33.5,120,0.1,80,178.5,4,20,238.5,85.18184572,96.76002232,86.61562122,58.4414,258.5,2.47E-09,7.65E-11
1123,2,45,60,2,33.5,120,0.1,80,178.5,4,40,218.5,85.18184572,97.53738413,86.90294116,58.4414,258.5,2.47E-09,6.65E-11
1124,2,45,60,2,33.5,120,0.1,80,178.5,4,60,198.5,85.18184572,97.95699912,87.07530297,58.4414,258.5,2.47E-09,5.94E-11
1125,2,45,60,2,33.5,120,0.1,80,178.5,4,80,178.5,85.18184572,36.11992495,85.08131569,58.4414,258.5,2.47E-09,2.19E-11
1126,2,45,60,2,33.5,120,0.2,1,257.5,2,1,257.5,88.57079876,96.52800504,88.99127403,56.5885,258.5,2.47E-09,4.19E-11
1127,2,45,60,2,33.5,120,0.2,1,257.5,2,20,238.5,88.57079876,96.53691999,88.98716345,56.5885,258.5,2.47E-09,4.13E-11
1128,2,45,60,2,33.5,120,0.2,1,257.5,2,40,218.5,88.57079876,96.55235023,88.88002949,56.5885,258.5,2.47E-09,3.01E-11
1129,2,45,60,2,33.5,120,0.2,1,257.5,2,60,198.5,88.57079876,96.54751803,88.73485254,56.5885,258.5,2.47E-09,1.57E-11
1130,2,45,60,2,33.5,120,0.2,1,257.5,2,80,178.5,88.57079876,96.54751803,88.73485254,56.5885,258.5,2.47E-09,1.57E-11
1131,2,45,60,2,33.5,120,0.2,1,257.5,3,1,257.5,88.57079876,96.55511206,89.25048493,57.4707,258.5,2.47E-09,6.94E-11
1132,2,45,60,2,33.5,120,0.2,1,257.5,3,20,238.5,88.57079876,96.54870155,89.24088284,57.4707,258.5,2.47E-09,6.85E-11
1133,2,45,60,2,33.5,120,0.2,1,257.5,3,40,218.5,88.57079876,96.5600345,89.13656724,57.4707,258.5,2.47E-09,5.68E-11
1134,2,45,60,2,33.5,120,0.2,1,257.5,3,60,198.5,88.57079876,96.57957257,88.9812111,57.4707,258.5,2.47E-09,4.00E-11
1135,2,45,60,2,33.5,120,0.2,1,257.5,3,80,178.5,88.57079876,96.58188202,88.97663648,57.4707,258.5,2.47E-09,3.95E-11
1136,2,45,60,2,33.5,120,0.2,1,257.5,4,1,257.5,88.57079876,96.55464445,89.4966252,58.3528,258.5,2.47E-09,9.78E-11
1137,2,45,60,2,33.5,120,0.2,1,257.5,4,20,238.5,88.57079876,96.55483189,89.4874236,58.3528,258.5,2.47E-09,9.67E-11
1138,2,45,60,2,33.5,120,0.2,1,257.5,4,40,218.5,88.57079876,96.56181378,89.38545446,58.3528,258.5,2.47E-09,8.45E-11
1139,2,45,60,2,33.5,120,0.2,1,257.5,4,60,198.5,88.57079876,96.60045861,89.24927414,58.3528,258.5,2.47E-09,6.79E-11
1140,2,45,60,2,33.5,120,0.2,1,257.5,4,80,178.5,88.57079876,96.59545259,89.24353682,58.3528,258.5,2.47E-09,6.74E-11
1141,2,45,60,2,33.5,120,0.2,20,238.5,2,1,257.5,88.57079876,96.51852918,88.88117099,56.5885,258.5,2.47E-09,3.06E-11
